FIR_ID,Police Station Name,District,FIR Number,Date & Time of Registration,Type of Information,Date of Occurrence,Place of Occurrence,Complainant Name,Father/Mother's Name,Age,Gender,Address,Contact Number,ID Proof Details,Accused Name,Accused Father's Name,Accused Address,IPC Sections,Nature of Offence,Complaint Body,Property Details,Action Taken,Complainant Signature,Duty Officer Name,Duty Officer Rank,Duty Officer Badge No,Priority,Date/Time,Police Station,Complainant Age,Complainant Gender,Complainant ID Type,Complainant Address,Accused Age,Accused Gender,Accused ID Type,Crime Location,IPC Section,Status,Investigating Officer,Badge ID
1539.0,Ramganj PS,Udaipur,FIR/2025/1539,07-09-2025 10:18 PM,Written,06-09-2025,at the entrance of World Trade Park,Meena Kumari,Kishan Suthar,54.0,Female,"51, Bagru, Jalore",9799675833.0,Aadhar Card,Unknown person(s),,,IPC 294,minor scuffle,A minor fight broke out. No injuries reported.,Not applicable,Case registered and investigation taken up,Signed,Inspector Rajesh Yadav,Sub-Inspector,RJ6513,Low,,,,,,,,,,,,,,
1540.0,Bhiwadi PS,Bikaner,FIR/2025/1540,07-09-2025 10:18 PM,Written,24-02-2025,outside the hospital in Alwar,Priya Choudhary,Ajay Nagar,64.0,Male,"29, Vaishali Nagar, Hanumangarh",9560507054.0,Aadhar Card,Unknown person(s),,,IPC 436,drunken brawl,A case of drunken brawl was reported near outside the hospital in Alwar.,Not applicable,Case registered and investigation taken up,Signed,SI Arif Khan,Sub-Inspector,RJ8835,Low,,,,,,,,,,,,,,
1545.0,Lalkothi PS,Barmer,FIR/2025/1545,07-09-2025 10:18 PM,Written,21-07-2025,outside the school in Bagru,Laxmi Bai,Farzana Bano,28.0,Female,"103, Vaishali Nagar, Balotra",9609634702.0,Aadhar Card,Unknown person(s),,,IPC 257,minor stealing,A case of minor stealing was reported near outside the school in Bagru.,Not applicable,Case registered and investigation taken up,Signed,ASI Ajay Nagar,Sub-Inspector,RJ8869,Low,,,,,,,,,,,,,,
1547.0,Kotputli PS,Chittorgarh,FIR/2025/1547,07-09-2025 10:18 PM,Written,13-12-2024,near the coaching hub in Kota,Anjum Bano,Nisha Kumari,45.0,Female,"27, Adarsh Nagar, Bhilwara",9489336579.0,Aadhar Card,Kalpana Devi,Karan Bishnoi,"27, Adarsh Nagar, Bhilwara",IPC 474,serious assault,The complainant was severely beaten. Medical aid was provided.,Not applicable,Case registered and investigation taken up,Signed,Inspector Karan Bishnoi,Sub-Inspector,RJ7361,High,,,,,,,,,,,,,,
1548.0,Jagatpura PS,Chittorgarh,FIR/2025/1548,07-09-2025 10:18 PM,Written,29-10-2024,near the coaching hub in Kota,Rahul Dudi,Javed Ali,20.0,Female,"103, Chaksu, Beawar",9943007336.0,Aadhar Card,Unknown person(s),,,IPC 439,break-in,A case of break-in was reported near near the coaching hub in Kota.,Not applicable,Case registered and investigation taken up,Signed,SI Nitin Meena,Sub-Inspector,RJ8020,Medium,,,,,,,,,,,,,,
1550.0,Gogunda PS,Udaipur,FIR/2025/1550,07-09-2025 10:18 PM,Written,25-02-2025,outside Gaurav Tower,Narendra Dangi,Lubna Bano,22.0,Male,"32, Moti Dungri Road, Bhilwara",9725798558.0,Aadhar Card,Kishan Suthar,Ayesha Bano,"32, Moti Dungri Road, Bhilwara",IPC 372,serious assault,"A violent altercation occurred, resulting in serious injuries.",Not applicable,Case registered and investigation taken up,Signed,Inspector Nagma Bano,Sub-Inspector,RJ5879,High,,,,,,,,,,,,,,
1552.0,Deeg PS,Dausa,FIR/2025/1552,07-09-2025 10:18 PM,Written,17-08-2025,at the village chowk in Chaksu,Poonam Kumari,Anita Kumari,19.0,Female,"158, Kishangarh, Sri Ganganagar",9951247007.0,Aadhar Card,Ashok Kumawat,Rajendra Singh,"158, Kishangarh, Sri Ganganagar",IPC 309,local quarrel,A case of local quarrel was reported near at the village chowk in Chaksu.,Not applicable,Case registered and investigation taken up,Signed,ASI Mahesh Saini,Sub-Inspector,RJ4060,Low,,,,,,,,,,,,,,
1553.0,Dudu PS,Jaipur,FIR/2025/1553,07-09-2025 10:18 PM,Written,17-03-2025,outside the cyber café in Sodala,Javed Ali,Tushar Meena,60.0,Female,"93, Pushkar, Sri Ganganagar",9334037291.0,Aadhar Card,Pooja Sharma,Pushpa Devi,"93, Pushkar, Sri Ganganagar",IPC 216,verbal fight,A case of verbal fight was reported near outside the cyber café in Sodala.,Not applicable,Case registered and investigation taken up,Signed,Inspector Imran Khan,Sub-Inspector,RJ1319,Low,,,,,,,,,,,,,,
1555.0,Jhotwara PS,Dausa,FIR/2025/1555,07-09-2025 10:18 PM,Written,28-09-2024,outside the textile shop in Johari Bazaar,Ashok Kumawat,Heena Kumari,52.0,Male,"172, Adarsh Nagar, Neemrana",9906749707.0,Aadhar Card,Unknown person(s),,,IPC 160,grievous hurt,A case of grievous hurt was reported near outside the textile shop in Johari Bazaar.,Not applicable,Case registered and investigation taken up,Signed,Inspector Chanda Devi,Sub-Inspector,RJ4526,High,,,,,,,,,,,,,,
1557.0,Bani Park PS,Nagaur,FIR/2025/1557,07-09-2025 10:18 PM,Written,18-11-2024,in Malviya Nagar Block C,Poonam Kumari,Mukesh Kumawat,53.0,Male,"125, Nasirabad, Dungarpur",9340287919.0,Aadhar Card,Unknown person(s),,,IPC 183,domestic argument,A case of domestic argument was reported near in Malviya Nagar Block C.,Not applicable,Case registered and investigation taken up,Signed,SI Kiran Kumari,Sub-Inspector,RJ3064,Low,,,,,,,,,,,,,,
1559.0,Hiran Magri PS,Jaipur,FIR/2025/1559,07-09-2025 10:18 PM,Written,16-02-2025,in Malviya Nagar Block C,Rahul Dudi,Nawaz Khan,24.0,Male,"105, Vaishali Nagar, Sawai Madhopur",9213371432.0,Aadhar Card,Unknown person(s),,,IPC 179,break-in,A case of break-in was reported near in Malviya Nagar Block C.,Not applicable,Case registered and investigation taken up,Signed,SI Arif Khan,Sub-Inspector,RJ3710,Medium,,,,,,,,,,,,,,
1560.0,Mahwa PS,Pali,FIR/2025/1560,07-09-2025 10:18 PM,Written,18-04-2025,at the toll plaza on NH-8,Zeenat Bano,Rani Bai,50.0,Male,"185, Bani Park, Tonk",9409741734.0,Aadhar Card,Unknown person(s),,,IPC 146,robbery with weapon,A case of robbery with weapon was reported near at the toll plaza on NH-8.,Not applicable,Case registered and investigation taken up,Signed,ASI Ajay Nagar,Sub-Inspector,RJ1914,High,,,,,,,,,,,,,,
1561.0,Jagatpura PS,Jaipur,FIR/2025/1561,07-09-2025 10:18 PM,Written,16-04-2025,at the toll plaza on NH-8,Kalpana Devi,Dinesh Saini,23.0,Male,"78, Moti Dungri Road, Jalore",9770695921.0,Aadhar Card,Unknown person(s),,,IPC 332,boundary violation,A case of boundary violation was reported near at the toll plaza on NH-8.,Not applicable,Case registered and investigation taken up,Signed,SI Hemant Rajput,Sub-Inspector,RJ8222,Medium,,,,,,,,,,,,,,
1566.0,Ajmer City PS,Jodhpur,FIR/2025/1566,07-09-2025 10:18 PM,Written,11-12-2024,outside the hospital in Alwar,Kalpana Devi,Rahul Dudi,19.0,Male,"109, Phagi, Karauli",9406850334.0,Aadhar Card,Unknown person(s),,,IPC 352,non-fatal accident,Collision between two vehicles. No casualties.,Not applicable,Case registered and investigation taken up,Signed,ASI Wasim Akram,Sub-Inspector,RJ2734,Medium,,,,,,,,,,,,,,
1568.0,Civil Lines PS,Udaipur,FIR/2025/1568,07-09-2025 10:18 PM,Written,01-08-2025,in Mansarovar Sector 9,Heena Kumari,Omprakash Jat,28.0,Male,"118, Neem Ka Thana, Jodhpur",9295419183.0,Aadhar Card,Unknown person(s),,,IPC 391,verbal fight,A case of verbal fight was reported near in Mansarovar Sector 9.,Not applicable,Case registered and investigation taken up,Signed,Inspector Kanchan Devi,Sub-Inspector,RJ6926,Low,,,,,,,,,,,,,,
1572.0,Nasirabad PS,Barmer,FIR/2025/1572,07-09-2025 10:18 PM,Written,03-10-2024,near the railway station in Bharatpur,Narendra Dangi,Kalpana Devi,33.0,Female,"8, Malviya Nagar, Pratapgarh",9829190088.0,Aadhar Card,Unknown person(s),,,IPC 331,violent attack,A case of violent attack was reported near near the railway station in Bharatpur.,Not applicable,Case registered and investigation taken up,Signed,Inspector Pinki Kumari,Sub-Inspector,RJ6592,High,,,,,,,,,,,,,,
1573.0,Kumher PS,Pali,FIR/2025/1573,07-09-2025 10:18 PM,Written,23-11-2024,at the dhaba on Jaipur-Agra highway,Harish Meena,Faizan Khan,36.0,Male,"95, Laxmi Colony, Jaisalmer",9942982310.0,Aadhar Card,Harish Meena,Geeta Bai,"95, Laxmi Colony, Jaisalmer",IPC 429,burglary,Unidentified persons broke into the house and stole valuables.,Not applicable,Case registered and investigation taken up,Signed,SI Harendra Singh,Sub-Inspector,RJ7240,Medium,,,,,,,,,,,,,,
1574.0,Lalkothi PS,Bharatpur,FIR/2025/1574,07-09-2025 10:18 PM,Written,04-02-2025,at the toll plaza on NH-8,Poonam Kumari,Kusum Lata,51.0,Male,"22, Civil Lines, Pratapgarh",9652944406.0,Aadhar Card,Manish Sharma,Sanjay Rathore,"22, Civil Lines, Pratapgarh",IPC 508,lost property,Valuable item went missing. No suspects identified.,Not applicable,Case registered and investigation taken up,Signed,Inspector Salman Khan,Sub-Inspector,RJ2039,Low,,,,,,,,,,,,,,
1576.0,Kota Junction PS,Chittorgarh,FIR/2025/1576,07-09-2025 10:18 PM,Written,22-09-2024,outside Gaurav Tower,Anjum Bano,Nazma Bano,47.0,Female,"85, Laxmi Colony, Tonk",9189372522.0,Aadhar Card,Unknown person(s),,,IPC 230,minor scuffle,Scuffle between two individuals. Matter resolved.,Not applicable,Case registered and investigation taken up,Signed,SI Gopal Mali,Sub-Inspector,RJ2343,Low,,,,,,,,,,,,,,
1577.0,Jagatpura PS,Chittorgarh,FIR/2025/1577,07-09-2025 10:18 PM,Written,21-07-2025,outside the coaching center in Gopalpura,Kalpana Devi,Vikram Choudhary,40.0,Female,"86, Kotputli, Jaipur",9277294965.0,Aadhar Card,Unknown person(s),,,IPC 497,violent attack,A case of violent attack was reported near outside the coaching center in Gopalpura.,Not applicable,Case registered and investigation taken up,Signed,ASI Wasim Akram,Sub-Inspector,RJ5715,High,,,,,,,,,,,,,,
1578.0,Nadbai PS,Dausa,FIR/2025/1578,07-09-2025 10:18 PM,Written,25-06-2025,at the market square in Tonk Phatak,Geeta Bai,Hemant Rajput,65.0,Female,"176, Kalwad, Barmer",9656831469.0,Aadhar Card,Unknown person(s),,,IPC 444,pickpocketing,A case of pickpocketing was reported near at the market square in Tonk Phatak.,Not applicable,Case registered and investigation taken up,Signed,ASI Wasim Akram,Sub-Inspector,RJ4990,Low,,,,,,,,,,,,,,
1579.0,Kumher PS,Dausa,FIR/2025/1579,07-09-2025 10:18 PM,Written,20-03-2025,near the vegetable market in Sikar Road,Manish Sharma,Aman Khan,53.0,Female,"87, Gandhi Path, Alwar",9314876665.0,Aadhar Card,Salman Khan,Rekha Jain,"87, Gandhi Path, Alwar",IPC 292,unfound object,A case of unfound object was reported near near the vegetable market in Sikar Road.,Not applicable,Case registered and investigation taken up,Signed,Inspector Karan Bishnoi,Sub-Inspector,RJ4752,Low,,,,,,,,,,,,,,
1581.0,C-Scheme PS,Pali,FIR/2025/1581,07-09-2025 10:18 PM,Written,26-07-2025,outside Gaurav Tower,Priya Choudhary,Sarita Kumari,25.0,Female,"188, Adarsh Nagar, Dausa",9532392867.0,Aadhar Card,Unknown person(s),,,IPC 311,misplacement,A case of misplacement was reported near outside Gaurav Tower.,Not applicable,Case registered and investigation taken up,Signed,SI Shalini Verma,Sub-Inspector,RJ1000,Low,,,,,,,,,,,,,,
1582.0,Pushkar PS,Jhunjhunu,FIR/2025/1582,07-09-2025 10:18 PM,Written,03-12-2024,at the ATM near Lalkothi,Omprakash Jat,Rani Bai,28.0,Male,"86, Bani Park, Bhiwadi",9645522831.0,Aadhar Card,Pushpa Devi,Zahid Khan,"86, Bani Park, Bhiwadi",IPC 213,local quarrel,A case of local quarrel was reported near at the ATM near Lalkothi.,Not applicable,Case registered and investigation taken up,Signed,ASI Yogesh Purohit,Sub-Inspector,RJ3287,Low,,,,,,,,,,,,,,
1583.0,Losal PS,Tonk,FIR/2025/1583,07-09-2025 10:18 PM,Written,22-08-2025,outside the bank in C Scheme,Laxmi Bai,Kanchan Devi,58.0,Female,"192, Kotputli, Kota",9605108875.0,Aadhar Card,Kiran Kumari,Tariq Khan,"192, Kotputli, Kota",IPC 325,property conflict,A case of property conflict was reported near outside the bank in C Scheme.,Not applicable,Case registered and investigation taken up,Signed,SI Nazma Bano,Sub-Inspector,RJ4012,Medium,,,,,,,,,,,,,,
1584.0,Fatehpur PS,Alwar,FIR/2025/1584,07-09-2025 10:18 PM,Written,31-08-2025,outside the police booth in Shastri Nagar,Suresh Saini,Kavita Yadav,43.0,Female,"159, Rajendra Vihar, Kishangarh",9135113232.0,Aadhar Card,Vikram Choudhary,Kusum Lata,"159, Rajendra Vihar, Kishangarh",IPC 380,missing item,The complainant misplaced their bag.,Not applicable,Case registered and investigation taken up,Signed,SI Shalini Verma,Sub-Inspector,RJ5850,Low,,,,,,,,,,,,,,
1588.0,Gumanpura PS,Udaipur,FIR/2025/1588,07-09-2025 10:18 PM,Written,08-05-2025,near the vegetable market in Sikar Road,Heena Kumari,Sunita Kumari,32.0,Female,"50, Moti Dungri Road, Phalodi",9588259065.0,Aadhar Card,Unknown person(s),,,IPC 133,cheating,A case of cheating was reported near near the vegetable market in Sikar Road.,Not applicable,Case registered and investigation taken up,Signed,Inspector Farzana Bano,Sub-Inspector,RJ8248,Medium,,,,,,,,,,,,,,
1590.0,Bani Park PS,Dausa,FIR/2025/1590,07-09-2025 10:18 PM,Written,07-04-2025,near the vegetable market in Sikar Road,Manish Sharma,Gita Bai,63.0,Female,"113, Civil Lines, Jaipur",9364325281.0,Aadhar Card,Unknown person(s),,,IPC 450,cheating,A case of cheating was reported near near the vegetable market in Sikar Road.,Not applicable,Case registered and investigation taken up,Signed,SI Reema Kumari,Sub-Inspector,RJ5739,Medium,,,,,,,,,,,,,,
1594.0,Gopalpura PS,Jodhpur,FIR/2025/1594,07-09-2025 10:18 PM,Written,11-05-2025,near Jawahar Circle,Devendra Suthar,Nazma Bano,57.0,Female,"73, Civil Lines, Jhalawar",9896115765.0,Aadhar Card,Unknown person(s),,,IPC 268,missing belongings,A case of missing belongings was reported near near Jawahar Circle.,Not applicable,Case registered and investigation taken up,Signed,SI Nazma Bano,Sub-Inspector,RJ6511,Low,,,,,,,,,,,,,,
1598.0,Ajmer City PS,Jodhpur,FIR/2025/1598,07-09-2025 10:18 PM,Written,07-11-2024,at the temple gate in Amer,Nitin Meena,Nagma Bano,52.0,Male,"116, Civil Lines, Karauli",9885463722.0,Aadhar Card,Iqbal Hussain,Devendra Suthar,"116, Civil Lines, Karauli",IPC 422,encroachment,A case of encroachment was reported near at the temple gate in Amer.,Not applicable,Case registered and investigation taken up,Signed,SI Rani Bai,Sub-Inspector,RJ3199,Medium,,,,,,,,,,,,,,
1601.0,Sodala PS,Kota,FIR/2025/1601,07-09-2025 10:18 PM,Written,19-07-2025,outside the dispensary in Mansarovar,Ayesha Bano,Tushar Meena,27.0,Male,"125, Bagru, Kishangarh",9496846880.0,Aadhar Card,Aman Khan,Omprakash Jat,"125, Bagru, Kishangarh",IPC 331,sexual assault,A case of sexual assault was reported near outside the dispensary in Mansarovar.,Not applicable,Case registered and investigation taken up,Signed,ASI Dinesh Saini,Sub-Inspector,RJ9832,High,,,,,,,,,,,,,,
1602.0,Ajmer City PS,Chittorgarh,FIR/2025/1602,07-09-2025 10:18 PM,Written,16-04-2025,at Sindhi Camp Bus Stand,Pushpa Devi,Nazma Bano,39.0,Male,"59, Adarsh Nagar, Jaipur",9493927851.0,Aadhar Card,Unknown person(s),,,IPC 444,armed robbery,Armed individuals looted valuables. FIR registered under IPC 395.,Not applicable,Case registered and investigation taken up,Signed,ASI Wasim Akram,Sub-Inspector,RJ8103,High,,,,,,,,,,,,,,
1604.0,Khairthal PS,Jaisalmer,FIR/2025/1604,07-09-2025 10:18 PM,Written,16-04-2025,at the hospital gate in Durgapura,Ashok Kumawat,Faizan Khan,57.0,Female,"47, Civil Lines, Sri Ganganagar",9754280224.0,Aadhar Card,Unknown person(s),,,IPC 120,robbery with weapon,A case of robbery with weapon was reported near at the hospital gate in Durgapura.,Not applicable,Case registered and investigation taken up,Signed,Inspector Chanda Devi,Sub-Inspector,RJ8585,High,,,,,,,,,,,,,,
1614.0,Vigyan Nagar PS,Barmer,FIR/2025/1614,07-09-2025 10:18 PM,Written,08-04-2025,outside the Panchayat Bhawan in Kalwad,Rukhsar Khan,Dinesh Saini,27.0,Female,"27, Rajendra Vihar, Neemrana",9954069290.0,Aadhar Card,Unknown person(s),,,IPC 202,non-fatal accident,Collision between two vehicles. No casualties.,Not applicable,Case registered and investigation taken up,Signed,Inspector Firoza Bano,Sub-Inspector,RJ7458,Medium,,,,,,,,,,,,,,
1616.0,Vaishali Nagar PS,Jaipur,FIR/2025/1616,07-09-2025 10:18 PM,Written,17-03-2025,near Bapu Bazaar,Lubna Bano,Zahid Khan,19.0,Male,"160, Kotputli, Makrana",9964869967.0,Aadhar Card,Unknown person(s),,,IPC 474,manslaughter,A case of manslaughter was reported near near Bapu Bazaar.,Not applicable,Case registered and investigation taken up,Signed,ASI Ajay Nagar,Sub-Inspector,RJ4980,High,,,,,,,,,,,,,,
1618.0,Bharatpur PS,Ajmer,FIR/2025/1618,07-09-2025 10:18 PM,Written,10-03-2025,at the ATM near Lalkothi,Priya Choudhary,Nazma Bano,39.0,Female,"152, Pushkar, Dausa",9531127811.0,Aadhar Card,Unknown person(s),,,IPC 233,molestation,A case of molestation was reported near at the ATM near Lalkothi.,Not applicable,Case registered and investigation taken up,Signed,SI Nazma Bano,Sub-Inspector,RJ7971,High,,,,,,,,,,,,,,
1620.0,Beawar PS,Sikar,FIR/2025/1620,07-09-2025 10:18 PM,Written,05-11-2024,outside the school in Bagru,Shabana Bano,Sunita Kumari,35.0,Female,"132, Adarsh Nagar, Chomu",9899138795.0,Aadhar Card,Unknown person(s),,,IPC 480,break-in,A case of break-in was reported near outside the school in Bagru.,Not applicable,Case registered and investigation taken up,Signed,SI Kiran Kumari,Sub-Inspector,RJ8469,Medium,,,,,,,,,,,,,,
1621.0,Deeg PS,Bikaner,FIR/2025/1621,07-09-2025 10:18 PM,Written,04-08-2025,near the vegetable market in Sikar Road,Aman Khan,Dinesh Saini,48.0,Female,"43, Indira Nagar, Chittorgarh",9955376241.0,Aadhar Card,Bhupendra Jat,Manju Devi,"43, Indira Nagar, Chittorgarh",IPC 104,auto lifting,A case of auto lifting was reported near near the vegetable market in Sikar Road.,Not applicable,Case registered and investigation taken up,Signed,SI Nitin Meena,Sub-Inspector,RJ2320,Medium,,,,,,,,,,,,,,
1624.0,Surajpole PS,Jodhpur,FIR/2025/1624,07-09-2025 10:18 PM,Written,25-08-2025,outside Gaurav Tower,Naseem Ahmed,Priya Choudhary,31.0,Male,"37, Civil Lines, Bikaner",9541172298.0,Aadhar Card,Unknown person(s),,,IPC 480,missing item,Item reported missing. Possibly lost.,Not applicable,Case registered and investigation taken up,Signed,SI Nitin Meena,Sub-Inspector,RJ8793,Low,,,,,,,,,,,,,,
1626.0,Kishangarh PS,Sikar,FIR/2025/1626,07-09-2025 10:18 PM,Written,29-06-2025,at the hospital gate in Durgapura,Nagma Bano,Harish Meena,39.0,Male,"170, Neem Ka Thana, Alwar",9105169072.0,Aadhar Card,Unknown person(s),,,IPC 170,unfound object,A case of unfound object was reported near at the hospital gate in Durgapura.,Not applicable,Case registered and investigation taken up,Signed,Inspector Kusum Lata,Sub-Inspector,RJ7145,Low,,,,,,,,,,,,,,
1630.0,Bharatpur PS,Ajmer,FIR/2025/1630,07-09-2025 10:18 PM,Written,19-08-2025,at the police outpost in Ajmer,Rakesh Prajapat,Rajendra Singh,65.0,Female,"58, Phagi, Jhalawar",9620132505.0,Aadhar Card,Manju Devi,Salman Khan,"58, Phagi, Jhalawar",IPC 446,manslaughter,A case of manslaughter was reported near at the police outpost in Ajmer.,Not applicable,Case registered and investigation taken up,Signed,Inspector Imran Khan,Sub-Inspector,RJ6038,High,,,,,,,,,,,,,,
1632.0,Khandela PS,Tonk,FIR/2025/1632,07-09-2025 10:18 PM,Written,23-06-2025,at the ATM near Lalkothi,Laxmi Bai,Kavita Yadav,36.0,Male,"173, Malviya Nagar, Bhiwadi",9984403180.0,Aadhar Card,Farzana Bano,Naseem Ahmed,"173, Malviya Nagar, Bhiwadi",IPC 399,manslaughter,A case of manslaughter was reported near at the ATM near Lalkothi.,Not applicable,Case registered and investigation taken up,Signed,ASI Mahesh Saini,Sub-Inspector,RJ6933,High,,,,,,,,,,,,,,
1635.0,Jhotwara PS,Nagaur,FIR/2025/1635,07-09-2025 10:18 PM,Written,08-03-2025,at the temple gate in Amer,Rajendra Singh,Pooja Sharma,58.0,Male,"165, Indira Nagar, Abu Road",9125739848.0,Aadhar Card,Nagma Bano,Kusum Lata,"165, Indira Nagar, Abu Road",IPC 236,petty theft,Mobile phone stolen. FIR lodged.,Not applicable,Case registered and investigation taken up,Signed,SI Babita Kumari,Sub-Inspector,RJ7430,Low,,,,,,,,,,,,,,
1636.0,Nasirabad PS,Jaipur,FIR/2025/1636,07-09-2025 10:18 PM,Written,13-02-2025,outside the dispensary in Mansarovar,Zeenat Bano,Sakina Bano,50.0,Male,"120, Civil Lines, Dungarpur",9662905380.0,Aadhar Card,Unknown person(s),,,IPC 508,break-in,A case of break-in was reported near outside the dispensary in Mansarovar.,Not applicable,Case registered and investigation taken up,Signed,ASI Yogesh Purohit,Sub-Inspector,RJ9136,Medium,,,,,,,,,,,,,,
1637.0,Bassi PS,Bikaner,FIR/2025/1637,07-09-2025 10:18 PM,Written,05-10-2024,outside the coaching center in Gopalpura,Lubna Bano,Ajay Nagar,51.0,Male,"6, Kotputli, Bhilwara",9156692801.0,Aadhar Card,Kishan Suthar,Gopal Mali,"6, Kotputli, Bhilwara",IPC 436,neighborhood dispute,Dispute between neighbors over parking space.,Not applicable,Case registered and investigation taken up,Signed,Inspector Sakina Bano,Sub-Inspector,RJ7076,Low,,,,,,,,,,,,,,
1642.0,Tijara PS,Alwar,FIR/2025/1642,07-09-2025 10:18 PM,Written,01-12-2024,at the footbridge near Tonk Road,Anita Kumari,Anil Kumar,23.0,Male,"4, Kalwad, Bikaner",9416770809.0,Aadhar Card,Unknown person(s),,,IPC 415,collision,A case of collision was reported near at the footbridge near Tonk Road.,Not applicable,Case registered and investigation taken up,Signed,SI Harendra Singh,Sub-Inspector,RJ4140,Medium,,,,,,,,,,,,,,
